Asset Code,Asset Description,Locatoion Dept,Cost Center,Location Section,Location Main,Date,Units,Cost ,Book Value,BOI,BOI Number
BK06-40-0081,ตู้ติดผนังหน้าส่วนชิปปิ้ง B15,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,01-May-97,1,157658,1,NON BOI,NULL
BK06-40-0082,ตู้ติดผนังหลังส่วนการเงิน B16,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,01-May-97,1,112613,1,NON BOI,NULL
BK06-40-0083,ตู้ติดผนังหลังส่วนเอกสาร B17,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,01-May-97,1,56306,1,NON BOI,NULL
BK06-40-0084,ชุดครัวหน้าห้องไคโตซาน,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,01-May-97,1,42735,1,NON BOI,NULL
BK06-40-0085,โซฟาหน้าห้องประชุม B2,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,01-May-97,1,32340,1,NON BOI,NULL
BK06-40-0086,โต๊ะเล็กรับแขกหน้าห้อง AUDIT,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,01-May-97,1,7508,1,NON BOI,NULL
BK06-40-0087,โซฟารับแขกห้อง VP B3,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,01-May-97,1,25410,1,NON BOI,NULL
BK06-40-0089,ตู้แขวนห้องคอมพิวเตอร์,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,01-May-97,1,46200,1,NON BOI,NULL
BK06-40-0090,ตู้เตี้ยหลังส่วนบัญชี,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,01-May-97,1,24833,1,NON BOI,NULL
BK06-40-0091,เครื่องดูดควัน,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,01-May-97,1,11319,1,NON BOI,NULL
BK06-40-0093,ระบบเครื่องเสียงกรุงเทพ,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,01-May-97,1,178481,1,NON BOI,NULL
BK06-40-0094,ระบบโทรศัพท์กรุงเทพ,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,01-May-97,1,187991,1,NON BOI,NULL
CP06-40-0115,"โต๊ะคอมพิวเตอร์ 2ชั้น 75X80""",ฝ่ายโรงงาน,2204,220,อาคารโรงงาน 4,08-Jul-97,1,1499,1,NON BOI,NULL
CP06-40-0212,เก้าอี้ทำงานบุผ้าฝ้าย,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,บริการรับรอง,04-Aug-97,1,2387,1,NON BOI,NULL
CP06-40-0124,อินทีเกด AMP NPE,ฝ่ายบริหารทรัพยากรบุคคล,2105,5254,อาคารสำนักงาน,10-Aug-97,1,4439,1,NON BOI,NULL
CP06-40-0130,ชั้นเก็บเอกสาร 40X80X75,ฝ่ายประกันคุณภาพ&บริหารมาตรฐาน,5140,1261,อาคารโรงงาน 2,22-Aug-97,1,1800,1,NON BOI,NULL
CP06-40-0131,ตู้เอกสาร 40X80X150,ฝ่ายประกันคุณภาพ&บริหารมาตรฐาน,5150,1263,อาคารโรงงาน 1,22-Aug-97,1,3264,1,NON BOI,NULL
CP06-40-0132,ตู้เอกสาร 40X80X150,ฝ่ายประกันคุณภาพ&บริหารมาตรฐาน,5150,1263,อาคารโรงงาน 1,22-Aug-97,1,3912,1,NON BOI,NULL
CP06-40-0149,ตู้บานเลื่อนกระจก LUCKY,ฝ่ายวิศวกรรม,5901,5420,อาคารโรงงาน 3,07-Oct-97,1,1728,1,NON BOI,NULL
CP06-40-0160,เก้าอี้บุผ้าฝ้ายสีเทาพนักพิงสูง,ฝ่ายโรงงาน,5420,4120,อาคารโรงงาน 4,03-Dec-97,1,3311,1,NON BOI,NULL
CP06-40-0161,เก้าอี้บุหนังเทียม(KEY OPERTER),ฝ่ายประกันคุณภาพ&บริหารมาตรฐาน,6200,8140,อาคารโรงงาน 3,03-Dec-97,1,1309,1,NON BOI,NULL
CP06-40-0167,เครื่องดูดฝุ่น TURBORA,ฝ่ายโรงงาน,2203,5342,อาคารคลังพัสดุ,12-Dec-97,1,3409,1,NON BOI,NULL
CP06-41-0010,ตู้เก็บเอกสาร 3 ลิ้นชัก,ฝ่ายบริหารสำนักงานชุมพร,2201,5332,อาคารสำนักงาน,12-Feb-98,1,2027,1,NON BOI,NULL
CP06-41-0011,ตู้เก็บเอกสาร 3 ลิ้นชัก,ฝ่ายบัญชี,1011,7170,อาคารสำนักงาน,12-Feb-98,1,2027,1,NON BOI,NULL
CP06-41-0032,บอร์ดบุกำมะหยี่สีน้ำเงิน1.1X2.4M.,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,ประชุมสัมมนา,16-Feb-98,1,5500,1,NON BOI,NULL
CP06-41-0025,เก้าอี้ AC1380 หนังเทียม,ฝ่ายบริหารทรัพยากรบุคคล,2102,5210,อาคารสำนักงาน,23-Feb-98,1,1853,1,NON BOI,NULL
CP06-41-0027,เก้าอี้ AC1380 หนังเทียม,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,สำนักงานส่วนกลาง,23-Feb-98,1,1853,1,NON BOI,NULL
CP06-41-0028,เก้าอี้ AC1380 หนังเทียม,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,สำนักงานส่วนกลาง,23-Feb-98,1,1853,1,NON BOI,NULL
CP06-41-0039,โต๊ะทำงาน 135X75X75,ฝ่ายประกันคุณภาพ&บริหารมาตรฐาน,6200,8140,อาคารโรงงาน 3,25-Mar-98,1,4428,1,NON BOI,NULL
CP06-41-0041,โต๊ะคอมพิวเตอร์ KING-DOM,ฝ่ายประกันคุณภาพ&บริหารมาตรฐาน,5150,1263,อาคารโรงงาน 1,10-Apr-98,1,2858,1,NON BOI,NULL
CP06-41-0044,เก้าอี้บุหนังเทียมสีเทา,ฝ่ายประกันคุณภาพ&บริหารมาตรฐาน,5150,1263,อาคารโรงงาน 1,22-Apr-98,1,1540,1,NON BOI,NULL
CP06-41-0045,ตู้เหล็ก 2 บานประตูKINGKONG,ฝ่ายโรงงาน,2202,5340,อาคารคลังพัสดุ,27-Apr-98,1,2273,1,NON BOI,NULL
BK06-41-0049,เครื่องคิดเลข CASIO,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,01-Jun-98,1,3182,1,NON BOI,NULL
CP06-41-0050,เครื่องอุ่นกาแฟ+โถแก้ว 3 ใบ,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,บริการรับรอง,12-Jun-98,1,5600,1,NON BOI,NULL
BK06-41-0056,ตู้เก็บเอกสาร FA-410,ฝ่ายบริหารทรัพยากรบุคคล,2108,5230,อาคารสำนักงาน,15-Jul-98,1,891,1,NON BOI,NULL
BK06-41-0057,ตู้เก็บเอกสาร FA-410,ฝ่ายบริหารทรัพยากรบุคคล,2102,5210,อาคารสำนักงาน,15-Jul-98,1,891,1,NON BOI,NULL
BK06-41-0058,โต๊ะคอมพิวเตอร์ 60X100X75,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,บริการรับรอง,20-Jul-98,1,3120,1,NON BOI,NULL
BK06-41-0067,STEEL NL167 LEG 6DL = 06-39-0203,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,07-Aug-98,1,2263,1,NON BOI,NULL
BK06-41-0068,STEEL NL147 LEG 7DL = 06-39-0217,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,07-Aug-98,1,2099,1,NON BOI,NULL
BK06-41-0069,STEEL NL87 LEG 6DL = 06-39-0212,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,07-Aug-98,1,1812,1,NON BOI,NULL
BK06-41-0070,STEEL NL87 LEG 6DL = 06-39-0213,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,07-Aug-98,1,1812,1,NON BOI,NULL
BK06-41-0071,SHELF NL-86 =06-39-0190,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,07-Aug-98,1,410,1,NON BOI,NULL
BK06-41-0075,โทรศัพท์ PANASONIC,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,28-Aug-98,1,986,1,NON BOI,NULL
BK06-41-0076,โต๊ะคอมพิวเตอร์,ฝ่ายประกันคุณภาพ&บริหารมาตรฐาน,5150,1263,อาคารโรงงาน 1,28-Aug-98,1,1841,1,NON BOI,NULL
BK06-41-0077,ถาดวางคีย์บอร์ด,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,28-Aug-98,1,606,1,NON BOI,NULL
CP06-41-0083,เก้าอี้บุผ้าฝ้ายสีเทา,ฝ่ายจัดซื้อวัตถุดิบ,4002,1110,อาคารโรงงาน 2,28-Aug-98,1,1706,1,NON BOI,NULL
CP06-41-0086,ตู้เอกสารเหล็ก 2 บานประตู,ฝ่ายจัดซื้อทั่วไป,1002,7240,อาคารคลังพัสดุ,21-Sep-98,1,2273,1,NON BOI,NULL
CP06-41-0089,ตู้บานเลื่อนกระจก,ฝ่ายวิศวกรรม,5901,5452,อาคารวิศวกรรม,14-Oct-98,1,2408,1,NON BOI,NULL
CP06-41-0096,ตู้เอกสาร LUCKY 10 ลิ้นชัก,ฝ่ายโรงงาน,5001,2111,อาคารโรงงาน 2,23-Dec-98,1,1089,1,NON BOI,NULL
CP06-42-0007,แอมป์ NPE คาราโอเกะ,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,ประชุมสัมมนา,13-Jan-99,1,4091,1,NON BOI,NULL
CP06-42-0008,ลำโพง NPE NP-109,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,ประชุมสัมมนา,13-Jan-99,1,2355,1,NON BOI,NULL
CP06-42-0009,ลำโพง NPE NP-109,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,ประชุมสัมมนา,13-Jan-99,1,2355,1,NON BOI,NULL
CP06-42-0011,ตู้ใส่เครื่องเสียง LUCKY,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,ประชุมสัมมนา,20-Jan-99,1,3317,1,NON BOI,NULL
CP06-42-0014,ตู้บานเลื่อนกระจก,ฝ่ายวิศวกรรม,5901,5420,อาคารโรงงาน 3,29-Jan-99,1,2112,1,NON BOI,NULL
CP06-42-0025,ตู้บานเปิด LUCKY,ฝ่ายบริหารทรัพยากรบุคคล,5700,5223,อาคารโรงงาน 1,05-Mar-99,1,3685,1,NON BOI,NULL
CP06-42-0026,ตู้บานเลื่อนทึบ LUCKY,ฝ่ายบริหารทรัพยากรบุคคล,5700,5223,อาคารโรงงาน 2,05-Mar-99,1,1975,1,NON BOI,NULL
CP06-42-0030,ตู้เอกสาร 2 ลิ้นชัก LUCKY,ฝ่ายวิศวกรรม,5901,5410,อาคารโรงงาน 1,24-Mar-99,1,2841,1,NON BOI,NULL
CP06-42-0031,โต๊ะคอมพิวเตอร์ ARO,ฝ่ายวิศวกรรม,5901,5420,อาคารโรงงาน 3,26-Mar-99,1,1082,1,NON BOI,NULL
CP06-42-0032,ตู้ล็อคเกอร์ LUCKY 9 ประตู,ฝ่ายวิศวกรรม,5901,5410,อาคารโรงงาน 1,21-Apr-99,1,5929,1,NON BOI,NULL
CP06-42-0036,ตู้บานเลื่อนกระจก LUCKY,ฝ่ายวิศวกรรม,5901,5410,อาคารโรงงาน 1,07-May-99,1,1889,1,NON BOI,NULL
BK06-42-0047,"เครื่องซีลถุงมือกด 12""",สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,30-Jun-99,1,1750,1,NON BOI,NULL
CP06-42-0068,ตู้ล็อกเกอร์ LK-6106,ฝ่ายวิศวกรรม,5901,5453,อาคารวิศวกรรม,03-Dec-99,1,5046,1,NON BOI,NULL
CP06-43-0001,โต๊ะคอมพิวเตอร์ KINGDOM,ฝ่ายวิศวกรรม,5901,5440,อาคารวิศวกรรม,07-Jan-00,1,3674,1,NON BOI,NULL
CP06-43-0002,โต๊ะคอมพิวเตอร์,ระบบเทคโนโลยีสารสนเทศ,1003,400,สำนักงานชุมพร,19-Jan-00,1,2622,1,NON BOI,NULL
CP06-43-0003,โต๊ะคอมพิวเตอร์,ฝ่ายบริหารสำนักงานชุมพร,2201,5331,อาคารสำนักงาน,19-Jan-00,1,2622,1,NON BOI,NULL
CP06-43-0004,โต๊ะคอมพิวเตอร์,ฝ่ายบริหารสำนักงานชุมพร,2201,5332,อาคารสำนักงาน,19-Jan-00,1,2622,1,NON BOI,NULL
CP06-43-0005,โต๊ะพริ้นเตอร์,ระบบเทคโนโลยีสารสนเทศ,1003,400,สำนักงานชุมพร,19-Jan-00,1,2622,1,NON BOI,NULL
CP06-43-0009,ปั๊มลม+มอเตอร์ 1/4 HP(เครื่อมพิมพ์ถุง),ฝ่ายบริหารทรัพยากรบุคคล,2105,5254,อาคารสำนักงาน,11-Feb-00,1,3230,1,NON BOI,NULL
CP06-43-0028,โต๊ะคอมพิวเตอร์ DIRECT,ระบบเทคโนโลยีสารสนเทศ,1003,400,สำนักงานชุมพร,29-May-00,1,2622,1,NON BOI,NULL
CP06-43-0041,โต๊ะพริ้นเตอร์ DIRECT,ฝ่ายประกันคุณภาพ&บริหารมาตรฐาน,5350,3162,อาคารโรงงาน 3,14-Jun-00,1,2622,1,NON BOI,NULL
CP06-43-0047,ที่ใส่ร่ม,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,บริการรับรอง,09-Jul-00,1,1962,1,NON BOI,NULL
CP06-43-0048,ที่ใส่ร่ม,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,บริการรับรอง,09-Jul-00,1,1962,1,NON BOI,NULL
CP06-43-0078,เครื่องโทรสารPANASONIC,ฝ่ายจัดซื้อวัตถุดิบ,4004,1110,บ้านพัก จ.สมุทรสาคร,21-Dec-00,1,5550,1,NON BOI,NULL
CP06-44-0002,โต๊ะคอมพิวเตอร์ DIRECT,ฝ่ายบริหารสำนักงานชุมพร,2201,5310,อาคารสำนักงาน,19-Jan-01,1,2622,1,NON BOI,NULL
CP06-44-0005,โต๊ะคอมพิวเตอร์ IEN,ฝ่ายวิศวกรรม,5901,5410,อาคารโรงงาน 1,31-Jan-01,1,3674,1,NON BOI,NULL
CP06-44-0009,โต๊ะพริ้นเตอร์ DIRECT,ฝ่ายวิศวกรรม,5901,5420,อาคารโรงงาน 3,21-Feb-01,1,2622,1,NON BOI,NULL
CP06-44-0012,โต๊ะทำงาน 65X160X80,ฝ่ายวิศวกรรม,5901,5410,อาคารโรงงาน 1,19-Mar-01,1,6075,1,NON BOI,NULL
CP06-44-0027,VIDEO SPLITTER 2 PORTO 250 MBZ VS-102,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,ประชุมสัมมนา,11-Sep-01,1,3900,1,NON BOI,NULL
BK06-44-0028,เครื่องเจาะกระดาษ รุ่น CARL NO. 120 N,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,13-Sep-01,1,4320,1,NON BOI,NULL
CP06-44-0035,ตู้เย็นยี่ห้อ NATIONAL ขนาด 5.5 คิว,ฝ่ายประกันคุณภาพ&บริหารมาตรฐาน,5140,1262,อาคารโรงงาน 1,01-Nov-01,1,4673,1,NON BOI,NULL
CP06-44-0036,ตู้เย็นยี่ห้อ HITACHI ขนาด 6.2 คิว,ฝ่ายจัดซื้อวัตถุดิบ,4002,1120,บ้านพัก จ.ระนอง,02-Nov-01,1,4664,1,NON BOI,NULL
CP06-44-0039,โต๊ะคอมพิวเตอร์,ฝ่ายจัดซื้อวัตถุดิบ,4002,1120,บ้านพัก จ.สุราษฎร์ธานี,03-Dec-01,1,1402,1,NON BOI,NULL
CP06-44-0040,โต๊ะคอมพิวเตอร์,ฝ่ายจัดซื้อวัตถุดิบ,4002,1110,บ้านพัก จ.ประจวบคีรีขันธ์,03-Dec-01,1,1402,1,NON BOI,NULL
CP06-44-0041,ตู้เย็น SHARP 5.9คิว,ฝ่ายจัดซื้อวัตถุดิบ,4004,1110,บ้านพัก จ.สมุทรสาคร,04-Dec-01,1,4673,1,NON BOI,NULL
CP06-44-0048,โต๊ะคอมพิวเตอร์,ฝ่ายโรงงาน,5001,1230,อาคารโรงงาน 1,28-Dec-01,1,1900,1,NON BOI,NULL
CP06-44-0049,โต๊ะคอมพิวเตอร์,ฝ่ายโรงงาน,5131,1220,อาคารโรงงาน 1,28-Dec-01,1,1900,1,NON BOI,NULL
CP06-44-0051,โต๊ะคอมพิวเตอร์,ฝ่ายโรงงาน,5420,4120,อาคารโรงงาน 4,28-Dec-01,1,1900,1,NON BOI,NULL
CP06-45-0002,โต๊ะ COMPUTER,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,สำนักงานส่วนกลาง,24-Jan-02,1,1500,1,NON BOI,NULL
CP06-45-0004,ตู้บานเลื่อนทึบ,ฝ่ายโรงงาน,6100,1510,อาคารโรงงาน 1,19-Feb-02,1,3410,1,NON BOI,NULL
CP06-45-0006,POWER AMP ยี่ห้อ MODIFY รุ่นME-500 MF,ฝ่ายบริหารทรัพยากรบุคคล,2105,5254,อาคารสำนักงาน,25-Mar-02,1,24766,1,NON BOI,NULL
CP06-45-0010,อุปกรณ์เครื่องช่วยหายใจ,ฝ่ายบริหารทรัพยากรบุคคล,2103,5251,ห้องพยาบาล,04-Jun-02,1,11944,1,NON BOI,NULL
CP06-45-0011,ตู้เย็น NATIONAL 132SH,ฝ่ายประกันคุณภาพ&บริหารมาตรฐาน,6400,8111,อาคารคลังพัสดุ,28-Jun-02,1,4252,1,NON BOI,NULL
CP06-45-0016,โต๊ะทำงาน,ระบบเทคโนโลยีสารสนเทศ,1003,400,สำนักงานชุมพร,04-Jul-02,1,1256,1,NON BOI,NULL
CP06-45-0017,โต๊ะทำงาน,ฝ่ายฟาร์มเพาะเลี้ยงกุ้ง,3001,6510,อาคารสำนักงาน,04-Jul-02,1,1256,1,NON BOI,NULL
CP06-45-0018,โต๊ะทำงาน,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,สำนักงานส่วนกลาง,04-Jul-02,1,1256,1,NON BOI,NULL
CP06-45-0019,โต๊ะทำงาน,ฝ่ายประกันคุณภาพ&บริหารมาตรฐาน,6300,110,อาคารสำนักงาน,04-Jul-02,1,1256,1,NON BOI,NULL
CP06-45-0020,โต๊ะทำงาน,ระบบเทคโนโลยีสารสนเทศ,1003,400,สำนักงานชุมพร,04-Jul-02,1,1256,1,NON BOI,NULL
CP06-45-0021,โต๊ะทำงาน,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,ประชุมสัมมนา,04-Jul-02,1,1256,1,NON BOI,NULL
CP06-45-0022,CROSS OVER NETWORK NPE,ฝ่ายบริหารทรัพยากรบุคคล,2105,5254,อาคารสำนักงาน,29-Jul-02,1,8879,1,NON BOI,NULL
CP06-45-0028,โต๊ะประชุมตัวต่อขนาด80X75X75สีแดงเงา,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,ประชุมสัมมนา,21-Dec-02,1,5985,1,NON BOI,NULL
CP06-45-0029,โต๊ะประชุมตัวต่อขนาด80X75X75สีแดงเงา,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,ประชุมสัมมนา,21-Dec-02,1,5985,1,NON BOI,NULL
CP06-45-0030,โต๊ะประชุมตัวต่อขนาด180X75X75สีแดงเงา,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,ประชุมสัมมนา,21-Dec-02,1,9476,1,NON BOI,NULL
CP06-45-0031,โต๊ะประชุมตัวต่อขนาด180X75X75สีแดงเงา,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,ประชุมสัมมนา,21-Dec-02,1,9476,1,NON BOI,NULL
CP06-46-0001,ตู้เย็น ขนาด 6.4 คิว MITSUBISHI MODEL MR18KW,ฝ่ายจัดซื้อวัตถุดิบ,4002,1120,บ้านพัก จ.สุราษฎร์ธานี,21-Jan-03,1,4860,1,NON BOI,NULL
CP06-46-0003,ไมโครโฟนชุดประชุม,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,ประชุมสัมมนา,23-Jan-03,1,182910,1,NON BOI,NULL
BK06-46-0005,VDO CONFERRENCE,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,07-Mar-03,1,558830,1,NON BOI,NULL
CP06-46-0004,อุปกรณ์เครื่องช่วยหายใจ,ฝ่ายบริหารทรัพยากรบุคคล,2103,5251,ห้องพยาบาล,08-Mar-03,1,8411,1,NON BOI,NULL
BK06-46-0006,โต๊ะประชุมเล็ก,ฝ่ายโรงงาน,2203,5342,อาคารคลังพัสดุ,28-Mar-03,1,4960,1,NON BOI,NULL
BK06-46-0008,เก้าอี้,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,28-Mar-03,1,1615,1,NON BOI,NULL
BK06-46-0009,เก้าอี้,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,บริการรับรอง,28-Mar-03,1,1615,1,NON BOI,NULL
BK06-46-0010,เก้าอี้,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,บริการรับรอง,28-Mar-03,1,1615,1,NON BOI,NULL
BK06-46-0011,เก้าอี้,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,บริการรับรอง,28-Mar-03,1,1615,1,NON BOI,NULL
BK06-46-0012,เก้าอี้,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,บริการรับรอง,28-Mar-03,1,1615,1,NON BOI,NULL
BK06-46-0013,เก้าอี้,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,บริการรับรอง,28-Mar-03,1,1615,1,NON BOI,NULL
BK06-46-0014,เก้าอี้,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,บริการรับรอง,28-Mar-03,1,1615,1,NON BOI,NULL
BK06-46-0015,เก้าอี้,ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,บริการรับรอง,28-Mar-03,1,1615,1,NON BOI,NULL
BK06-46-0017,ตู้ลิ้นชัก 3 ชั้น 39X55X66 MM.,ฝ่ายฟาร์มเพาะเลี้ยงกุ้ง,3001,6510,อาคารสำนักงาน,18-Apr-03,1,1613,1,NON BOI,NULL
CP06-46-0021,ขาตั้งกล้องถ่ายรูป,ฝ่ายบริหารทรัพยากรบุคคล,2102,5210,อาคารสำนักงาน,15-May-03,1,1450,1,NON BOI,NULL
BK06-46-0024,เครื่องกรองน้ำปรับอุณหภูมิ,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,29-Jul-03,1,18505,1,NON BOI,NULL
BK06-47-0005,ตู้แช่แข็ง,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,10-Aug-04,1,6075,1,NON BOI,NULL
CP06-47-0006,"ตู้เซฟ TAIYO ขนาด 16"" X 18""",ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,บริการรับรอง,08-Sep-04,1,7944,1,NON BOI,NULL
CP06-47-0010,ตู้แช่อาหาร,ฝ่ายโรงงาน,6100,1510,อาคารโรงงาน 1,10-Dec-04,1,6075,1,NON BOI,NULL
BK06-48-0004,เครื่องพิมพ์เช็คMAX รุ่นEC-70,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,18-Aug-05,1,13000,1,NON BOI,NULL
CP06-48-0006,เครื่องเสียง (Power+DVD+ลำโพง+ไมล์),ฝ่ายโรงงาน,5001,2110,อาคารโรงงาน 2,31-Aug-05,1,33487,1,NON BOI,NULL
CP06-48-0007,เครื่องเสียง (Power+DVD+ลำโพง),ฝ่ายบริหารทรัพยากรบุคคล,2106,5222,หอพักผู้บริหาร,31-Aug-05,1,30886,1,NON BOI,NULL
BK06-48-0008,เครื่องเล่น DVD SONY NS52,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,03-Nov-05,1,3084,1,NON BOI,NULL
CP06-49-0001,เครื่องเจาะกระดาษ รุ่น CARL#120N,ฝ่ายบัญชี,1011,7170,อาคารสำนักงาน,19-Jan-06,1,4400,1,NON BOI,NULL
CP06-49-0002,NUMBERING MAX#1007 10 หลัก,ฝ่ายบัญชี,1011,7170,อาคารสำนักงาน,19-Jan-06,1,3200,1,NON BOI,NULL
BK06-49-0003,กล้องถ่ายรูป SAMSUNG DIGIMAXA40 ส่วนชิปปิ้ง,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,23-Jan-06,1,7383,1,NON BOI,NULL
BK06-49-0010,ตู้ลิ้นชัก 3 ชั้น LUCKY รุ่นSDT-100,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,10-May-06,1,1775,1,NON BOI,NULL
CP06-49-0012,"นาฬิกายาม""อามาโน""รุ่นพีอาร์-600",ฝ่ายบริหารทรัพยากรบุคคล,2103,5252,อาคารสำนักงาน,05-Aug-06,1,14300,1,NON BOI,NULL
CP06-49-0013,"โทรทัศน์สี SONY 32"" KV-SA-32 M60",ฝ่ายบริหารทรัพยากรบุคคล,2107,5221,ประชุมสัมมนา,10-Aug-06,1,21963,1,NON BOI,NULL
CP06-49-0017,ตู้ทำน้ำเย็น 2 หัวก๊อก,ฝ่ายบริหารทรัพยากรบุคคล,2104,5222,หอพักพนักงานรายวัน - รายเดือน,31-Oct-06,1,9900,1,NON BOI,NULL
CP06-49-0019,ตู้สิ้นชัก 3 ชั้น มีล้อ 42X60X65 CM.,ฝ่ายประกันคุณภาพ&บริหารมาตรฐาน,5470,4162,อาคารโรงงาน 4,01-Dec-06,1,3055,1,NON BOI,NULL
CP06-49-0020,ตู้สิ้นชัก 3 ชั้น มีล้อ 42X60X65 CM.,ฝ่ายประกันคุณภาพ&บริหารมาตรฐาน,5350,3162,อาคารโรงงาน 3,01-Dec-06,1,3055,1,NON BOI,NULL
CP06-49-0021,ตู้เอกสารสูง 80X40X183 CM.,ฝ่ายประกันคุณภาพ&บริหารมาตรฐาน,5470,4162,อาคารโรงงาน 4,01-Dec-06,1,5168,1,NON BOI,NULL
CP06-49-0022,เครื่องตัดสติกเกอร์ รุ่น ML 720,ฝ่ายโรงงาน,2203,5342,อาคารคลังพัสดุ,23-Dec-06,1,250000,1,NON BOI,NULL
BK06-50-0003,ตู้เย็น MITSUBISHI 2 ประตู 12.2 คิว รุ่น MR-F38T,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,18-Jul-07,1,14000,1,NON BOI,NULL
BK06-50-0008,เตาอบไฟฟ้า OTTO รุ่น CO-766,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,07-Sep-07,1,2701,1,NON BOI,NULL
BK06-50-0009,หม้อทอดไฟฟ้า FRI-2455,สำนักงานกรุงเทพ,1001,สำนักงานกรุงเทพ,สำนักงานกรุงเทพ,07-Sep-07,1,4561,1,NON BOI,NULL
CP06-50-0010,โปรเจคเตอร์ PANASONICรุ่น PT -LB51 EA,ฝ่ายวิศวกรรม,5901,5452,อาคารวิศวกรรม,06-Oct-07,1,38000,1,NON BOI,NULL
